Particles,Pixel Count,area,dia
1,107,2.065651122618534,1.6217486534430974
2,85,1.6409378076876204,1.4454434984456852
3,87,1.6795481090449762,1.4623498451879526
4,26,0.5019339176456251,0.7994261146536635
5,31,0.5984596710390145,0.8729161008344789
6,56,1.0810884380059618,1.1732367836993345
7,49,0.9459523832552166,1.097462519540879
8,89,1.718158410402332,1.479062957498279
9,53,1.0231729859699281,1.1413782488034667
10,35,0.6756802737537261,0.9275251177950516
11,46,0.8880369312191828,1.063336135948329
12,10,0.19305150678677888,0.49578302977374644
13,44,0.849426629861827,1.039963256798622
14,30,0.5791545203603367,0.8587213970985622
15,76,1.4671914515795195,1.3667794905720636
16,35,0.6756802737537261,0.9275251177950516
17,81,1.563717204972909,1.4110232394097015
18,133,2.5675850402641593,1.8080793145586154
19,113,2.181482026690601,1.6665980866758132
20,26,0.5019339176456251,0.7994261146536635
21,160,3.088824108588462,1.9831321190949858
22,109,2.1042614239758897,1.6368350122925728
23,110,2.1235665746545678,1.6443262871851168
24,59,1.1390038900419954,1.2042527950595132
25,105,2.027040821261178,1.606520629317337
26,77,1.4864966022581974,1.3757420750669775
27,75,1.4478863009008416,1.3577577451766816
28,101,1.9498202185464668,1.5756231171753983
29,84,1.6216326570089425,1.436915733763723
30,144,2.779941697729616,1.8813643192129352
31,64,1.2355296434353849,1.2542428794752902
32,141,2.7220262456935824,1.8616636263901332
33,44,0.849426629861827,1.039963256798622
34,78,1.5058017529368752,1.3846466474775276
35,70,1.3513605475074522,1.3117186010274646
36,50,0.9652575339338945,1.1086045566648992
37,158,3.0502138072311062,1.970698566311916
38,85,1.6409378076876204,1.4454434984456852
39,49,0.9459523832552166,1.097462519540879
40,120,2.3166180814413466,1.7174427941971244
41,73,1.4092759995434858,1.3395319824718406
42,171,3.301180766053919,2.0501692358580956
43,70,1.3513605475074522,1.3117186010274646
44,53,1.0231729859699281,1.1413782488034667
45,104,2.0077356705825005,1.598852229307327
46,40,0.7722060271471155,0.9915660595474929
47,43,0.8301214791831492,1.0280775720878423
48,105,2.027040821261178,1.606520629317337
49,26,0.5019339176456251,0.7994261146536635
50,36,0.694985424432404,0.9406821596064676
51,159,3.0695189579097844,1.9769251175815954
52,73,1.4092759995434858,1.3395319824718406
53,107,2.065651122618534,1.6217486534430974
54,215,4.150607395915746,2.298851337331356
55,37,0.7142905751110818,0.9536576988957052
56,110,2.1235665746545678,1.6443262871851168
57,24,0.46332361628826935,0.7680637670583903
58,89,1.718158410402332,1.479062957498279
59,163,3.146739560624496,2.0016376409254644
60,74,1.4285811502221637,1.3486756516398237
61,59,1.1390038900419954,1.2042527950595132
62,149,2.8764674511230055,1.9137481829941394
63,69,1.3320553968287743,1.3023154790680656
64,82,1.5830223556515868,1.4197065413019028
65,58,1.1196987393633175,1.1940036487161527
66,70,1.3513605475074522,1.3117186010274646
67,85,1.6409378076876204,1.4454434984456852
68,67,1.2934450954714185,1.2833025537642937
69,61,1.1776141913993512,1.2244937553662643
70,166,3.2046550126605293,2.0199736358064553
71,2,0.03861030135735578,0.22172091133297983
72,67,1.2934450954714185,1.2833025537642937
73,140,2.7027210950149043,1.8550502355901033
74,86,1.6602429583662983,1.45392124561823
75,62,1.196919342078029,1.2344897886139603
76,66,1.2741399447927406,1.2736896651998062
77,4,0.07722060271471155,0.31356071986882256
78,63,1.216224492756707,1.244405528536941
79,1,0.01930515067867789,0.15678035993441128
80,86,1.6602429583662983,1.45392124561823
81,73,1.4092759995434858,1.3395319824718406
82,51,0.9845626846125723,1.119635719472785
83,83,1.6023275063302647,1.4283370556967898
84,60,1.1583090407206733,1.2144154460767589
85,121,2.3359232321200243,1.724583959278524
86,86,1.6602429583662983,1.45392124561823
87,63,1.216224492756707,1.244405528536941
88,65,1.2548347941140627,1.264003671662243
89,49,0.9459523832552166,1.097462519540879
90,40,0.7722060271471155,0.9915660595474929
91,78,1.5058017529368752,1.3846466474775276
92,70,1.3513605475074522,1.3117186010274646
93,57,1.1003935886846397,1.183665760206961
94,55,1.0617832873272839,1.1627142681518945
95,45,0.8687317805405049,1.0517146270506843
96,141,2.7220262456935824,1.8616636263901332
97,48,0.9266472325765387,1.0862061961413452
98,46,0.8880369312191828,1.063336135948329
99,115,2.220092328047957,1.6812820539795839
100,104,2.0077356705825005,1.598852229307327
101,57,1.1003935886846397,1.183665760206961
102,86,1.6602429583662983,1.45392124561823
103,240,4.633236162882693,2.4288308921535178
104,69,1.3320553968287743,1.3023154790680656
105,58,1.1196987393633175,1.1940036487161527
106,48,0.9266472325765387,1.0862061961413452
107,104,2.0077356705825005,1.598852229307327
108,92,1.7760738624383656,1.503784384819528
109,58,1.1196987393633175,1.1940036487161527
110,73,1.4092759995434858,1.3395319824718406
111,24,0.46332361628826935,0.7680637670583903
112,58,1.1196987393633175,1.1940036487161527
113,170,3.281875615375241,2.044165799145902
114,75,1.4478863009008416,1.3577577451766816
115,84,1.6216326570089425,1.436915733763723
116,71,1.37066569818613,1.3210547942998474
117,99,1.911209917189111,1.5599448851979327
118,91,1.7567687117596877,1.4955893135369358
