Particles,Pixel Count,area,dia
1,102,1.9691253692251447,1.5834040193957708
2,41,0.7915111778257934,1.0038841226494748
3,33,0.6370699723963703,0.9006345993900063
4,99,1.911209917189111,1.5599448851979327
5,69,1.3320553968287743,1.3023154790680656
6,48,0.9266472325765387,1.0862061961413452
7,61,1.1776141913993512,1.2244937553662643
8,15,0.2895772601801683,0.6072077230383794
9,40,0.7722060271471155,0.9915660595474929
10,94,1.8146841637957214,1.5200419857850551
11,32,0.6177648217176924,0.8868836453319193
12,60,1.1583090407206733,1.2144154460767589
13,80,1.544412054294231,1.4022861694009123
14,38,0.7335957257897597,0.9664590461702012
15,16,0.3088824108588462,0.6271214397376451
16,51,0.9845626846125723,1.119635719472785
17,98,1.8919047665104332,1.552046379330859
18,27,0.521239068324303,0.8146546471060089
19,29,0.5598493696816588,0.844288076768672
20,17,0.3281875615375241,0.6464219840319329
21,61,1.1776141913993512,1.2244937553662643
22,41,0.7915111778257934,1.0038841226494748
23,13,0.25096695882281256,0.5652796267292199
24,47,0.9073420818978607,1.0748319958368782
25,46,0.8880369312191828,1.063336135948329
26,59,1.1390038900419954,1.2042527950595132
27,45,0.8687317805405049,1.0517146270506843
28,40,0.7722060271471155,0.9915660595474929
29,19,0.36679786289487987,0.6833897452860318
30,34,0.6563751230750482,0.9141787368340837
31,80,1.544412054294231,1.4022861694009123
32,103,1.9884305199038226,1.591146872510469
33,74,1.4285811502221637,1.3486756516398237
34,188,3.629368327591443,2.1496639916737563
35,29,0.5598493696816588,0.844288076768672
36,109,2.1042614239758897,1.6368350122925728
37,58,1.1196987393633175,1.1940036487161527
38,102,1.9691253692251447,1.5834040193957708
39,64,1.2355296434353849,1.2542428794752902
40,66,1.2741399447927406,1.2736896651998062
41,81,1.563717204972909,1.4110232394097015
42,72,1.389970848864808,1.3303254679978789
43,81,1.563717204972909,1.4110232394097015
44,66,1.2741399447927406,1.2736896651998062
45,68,1.3127502461500964,1.2928439680638657
46,60,1.1583090407206733,1.2144154460767589
47,67,1.2934450954714185,1.2833025537642937
48,49,0.9459523832552166,1.097462519540879
49,95,1.8339893144743993,1.5281059255858336
50,90,1.7374635610810099,1.4873490893212393
51,82,1.5830223556515868,1.4197065413019028
52,57,1.1003935886846397,1.183665760206961
53,70,1.3513605475074522,1.3117186010274646
54,110,2.1235665746545678,1.6443262871851168
55,63,1.216224492756707,1.244405528536941
56,81,1.563717204972909,1.4110232394097015
57,55,1.0617832873272839,1.1627142681518945
58,119,2.2973129307626685,1.7102718117534599
59,78,1.5058017529368752,1.3846466474775276
60,96,1.8532944651530774,1.5361275341167806
61,122,2.3552283827987024,1.7316956758801338
62,68,1.3127502461500964,1.2928439680638657
63,116,2.239397478726635,1.688576153537344
64,64,1.2355296434353849,1.2542428794752902
65,112,2.1621768760119235,1.6592073713825883
66,113,2.181482026690601,1.6665980866758132
67,115,2.220092328047957,1.6812820539795839
68,76,1.4671914515795195,1.3667794905720636
69,49,0.9459523832552166,1.097462519540879
70,128,2.4710592868707697,1.7737672906638386
71,95,1.8339893144743993,1.5281059255858336
72,116,2.239397478726635,1.688576153537344
73,85,1.6409378076876204,1.4454434984456852
74,72,1.389970848864808,1.3303254679978789
75,41,0.7915111778257934,1.0038841226494748
76,36,0.694985424432404,0.9406821596064676
77,38,0.7335957257897597,0.9664590461702012
78,60,1.1583090407206733,1.2144154460767589
79,79,1.5251069036155531,1.3934943199137628
80,67,1.2934450954714185,1.2833025537642937
81,76,1.4671914515795195,1.3667794905720636
82,94,1.8146841637957214,1.5200419857850551
83,87,1.6795481090449762,1.4623498451879526
84,150,2.895772601801683,1.9201594176459758
85,56,1.0810884380059618,1.1732367836993345
86,67,1.2934450954714185,1.2833025537642937
87,82,1.5830223556515868,1.4197065413019028
88,82,1.5830223556515868,1.4197065413019028
89,38,0.7335957257897597,0.9664590461702012
90,26,0.5019339176456251,0.7994261146536635
91,89,1.718158410402332,1.479062957498279
92,51,0.9845626846125723,1.119635719472785
93,78,1.5058017529368752,1.3846466474775276
94,73,1.4092759995434858,1.3395319824718406
95,57,1.1003935886846397,1.183665760206961
96,76,1.4671914515795195,1.3667794905720636
97,68,1.3127502461500964,1.2928439680638657
98,44,0.849426629861827,1.039963256798622
99,87,1.6795481090449762,1.4623498451879526
100,133,2.5675850402641593,1.8080793145586154
101,26,0.5019339176456251,0.7994261146536635
102,69,1.3320553968287743,1.3023154790680656
103,124,2.393838684156058,1.7458322016689578
104,155,2.992298355195073,1.9518997401199558
105,86,1.6602429583662983,1.45392124561823
106,84,1.6216326570089425,1.436915733763723
107,80,1.544412054294231,1.4022861694009123
108,77,1.4864966022581974,1.3757420750669775
109,52,1.0038678352912502,1.1305592534584399
110,67,1.2934450954714185,1.2833025537642937
111,72,1.389970848864808,1.3303254679978789
112,102,1.9691253692251447,1.5834040193957708
