Particles,Pixel Count,area,dia
1,479,9.247167175086709,3.4313057170845824
2,418,8.069552983687357,3.205382031391323
3,335,6.4672254773570925,2.8695517459160396
4,739,14.26650635154296,4.262004229467618
5,300,5.791545203603366,2.715515490353363
6,817,15.772308104479835,4.4812862428515565
7,266,5.135170080528319,2.5570102884950434
8,431,8.32051994251017,3.254844853992505
9,123,2.37453353347738,1.7387783053405965
10,380,7.335957257897597,3.056211851171667
11,467,9.015505366942573,3.3880522352766906
12,879,16.969227446557863,4.648213789033671
13,615,11.872667667386901,3.8880264885434594
14,231,4.4594898067745925,2.382855172126242
15,1115,21.525243006725844,5.2351495304525315
16,305,5.8880709569967555,2.738051275022965
17,457,8.822453860155795,3.3515812889368717
18,836,16.139105967374714,4.533094741380631
19,321,6.196953367855603,2.8089510648698566
20,513,9.903542298161756,3.5509972806208823
21,326,6.293479121248992,2.8307430987532793
22,241,4.652541313561371,2.4338856965643263
23,655,12.644873694534017,4.012474700987176
24,701,13.5329106257532,4.150980241349704
25,600,11.583090407206733,3.8403188352919515
26,287,5.540578244780554,2.6560277336567744
27,479,9.247167175086709,3.4313057170845824
28,646,12.471127338425916,3.984812730193435
29,1101,21.254970897224354,5.202179299922396
30,523,10.096593804948535,3.585440349467348
31,298,5.752934902246011,2.7064486353571797
32,322,6.21625851853428,2.8133229757876475
33,383,7.393872709933631,3.068252128333922
34,333,6.428615175999737,2.8609730966871156
35,951,18.359198295422672,4.834837875189461
36,636,12.278075831639137,3.953850235163191
37,494,9.536744435266877,3.4846176466026795
38,269,5.193085532564352,2.5713890913770703
39,343,6.621666682786516,2.903612899919529
40,577,11.139071941597141,3.7659934795072827
41,420,8.108163285044713,3.213041258634674
42,204,3.9382507384502894,2.23927143894557
43,718,13.861098187290724,4.201011585977291
44,154,2.9729932045163947,1.9455931008870244
